Dataset,COU,Country,Year,Description,Value,Unit,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,"GINI index (World Bank estimate), average 2000-16","gini of household income reported in Gallup, by wp5-year","Most people can be trusted, Gallup","Most people can be trusted, WVS round 1981-1984","Most people can be trusted, WVS round 1989-1993","Most people can be trusted, WVS round 1994-1998","Most people can be trusted, WVS round 1999-2004","Most people can be trusted, WVS round 2005-2009","Most people can be trusted, WVS round 2010-2014",GDP (constant 2010 US$),GINI index (World Bank estimate),"Literacy rate, adult total (% of people ages 15 and above)",Population density (people per sq. km of land area),"Probability of dying at age 5-14 years (per 1,000 children age 5)"
Avg. Wages (Annual),BEL,Belgium,2016,In 2018 constant prices at 2018 USD PPPs,51951.715,USD,6.948936462000001,10.64741421,0.9289640779999999,71.59999847,0.865759015,-0.058440432,0.49665909999999996,0.764590085,0.259653389,0.41917750200000004,0.909132481,1.4242153169999998,1.497023702,0.215432063,0.284307692,0.34862980200000004,,,,,,,,516766000000.0,0.0,0.0,374.22133419999994,0.0
Mortality Causes,BEL,Belgium,2016,All causes of death,108097.0,NBPOPUPC,6.948936462000001,10.64741421,0.9289640779999999,71.59999847,0.865759015,-0.058440432,0.49665909999999996,0.764590085,0.259653389,0.41917750200000004,0.909132481,1.4242153169999998,1.497023702,0.215432063,0.284307692,0.34862980200000004,,,,,,,,516766000000.0,0.0,0.0,374.22133419999994,0.0
Avg. Work Hours (Annual),BEL,Belgium,2017,Total employment,1545.0,Hours,6.928347587999999,10.66098404,0.921639085,71.80000305,0.856801987,0.051760148,0.5430460570000001,0.786367595,0.23359769600000002,0.449731916,0.904255331,1.316667318,1.510013223,0.217947096,0.284307692,0.35437384200000005,,,,,,,,525514000000.0,0.0,0.0,375.9046565,0.8
Avg. Wages (Annual),BEL,Belgium,2017,In 2018 constant prices at 2018 USD PPPs,51736.09972,USD,6.928347587999999,10.66098404,0.921639085,71.80000305,0.856801987,0.051760148,0.5430460570000001,0.786367595,0.23359769600000002,0.449731916,0.904255331,1.316667318,1.510013223,0.217947096,0.284307692,0.35437384200000005,,,,,,,,525514000000.0,0.0,0.0,375.9046565,0.8
Avg. Work Hours (Annual),CAN,Canada,2010,Total employment,1715.0,Hours,7.650346279,10.6139679,0.9537654520000001,72.19999695,0.933948815,0.22300235899999998,0.412659585,0.878867686,0.23311285699999998,0.551076472,1.14445734,1.838643909,1.749785304,0.22871975600000002,0.3368,0.710133135,,,,,0.38546919799999996,0.418500453,,1613460000000.0,33.6,0.0,3.7395102660000004,1.1
Avg. Wages (Annual),CAN,Canada,2010,In 2018 constant prices at 2018 USD PPPs,45502.56024,USD,7.650346279,10.6139679,0.9537654520000001,72.19999695,0.933948815,0.22300235899999998,0.412659585,0.878867686,0.23311285699999998,0.551076472,1.14445734,1.838643909,1.749785304,0.22871975600000002,0.3368,0.710133135,,,,,0.38546919799999996,0.418500453,,1613460000000.0,33.6,0.0,3.7395102660000004,1.1
Mortality Causes,CAN,Canada,2010,All causes of death,240075.0,NBPOPUPC,7.650346279,10.6139679,0.9537654520000001,72.19999695,0.933948815,0.22300235899999998,0.412659585,0.878867686,0.23311285699999998,0.551076472,1.14445734,1.838643909,1.749785304,0.22871975600000002,0.3368,0.710133135,,,,,0.38546919799999996,0.418500453,,1613460000000.0,33.6,0.0,3.7395102660000004,1.1
Avg. Work Hours (Annual),CAN,Canada,2011,Total employment,1713.0,Hours,7.426053523999999,10.63502026,0.921669245,72.36000061,0.9509252909999999,0.245647863,0.432991534,0.88138485,0.24772866100000002,0.553290546,1.228660107,1.795956492,1.8194556240000002,0.245009765,0.3368,0.9614353179999999,,,,,0.38546919799999996,0.418500453,,1664150000000.0,0.0,0.0,3.7766253069999998,0.0
Avg. Wages (Annual),CAN,Canada,2011,In 2018 constant prices at 2018 USD PPPs,46203.40255,USD,7.426053523999999,10.63502026,0.921669245,72.36000061,0.9509252909999999,0.245647863,0.432991534,0.88138485,0.24772866100000002,0.553290546,1.228660107,1.795956492,1.8194556240000002,0.245009765,0.3368,0.9614353179999999,,,,,0.38546919799999996,0.418500453,,1664150000000.0,0.0,0.0,3.7766253069999998,0.0
Mortality Causes,CAN,Canada,2011,All causes of death,242074.0,NBPOPUPC,7.426053523999999,10.63502026,0.921669245,72.36000061,0.9509252909999999,0.245647863,0.432991534,0.88138485,0.24772866100000002,0.553290546,1.228660107,1.795956492,1.8194556240000002,0.245009765,0.3368,0.9614353179999999,,,,,0.38546919799999996,0.418500453,,1664150000000.0,0.0,0.0,3.7766253069999998,0.0
Avg. Work Hours (Annual),CAN,Canada,2012,Total employment,1722.0,Hours,7.415144444,10.64052105,0.9481283429999999,72.51999664,0.9179611209999999,0.28257176300000003,0.46560183200000005,0.8567036990000001,0.229332089,0.523448169,1.275260806,1.792761922,1.77270925,0.23906604899999997,0.3368,0.884413838,,,,,0.38546919799999996,0.418500453,,1693190000000.0,0.0,0.0,3.821466628,0.0
Avg. Wages (Annual),CAN,Canada,2012,In 2018 constant prices at 2018 USD PPPs,47275.53082,USD,7.415144444,10.64052105,0.9481283429999999,72.51999664,0.9179611209999999,0.28257176300000003,0.46560183200000005,0.8567036990000001,0.229332089,0.523448169,1.275260806,1.792761922,1.77270925,0.23906604899999997,0.3368,0.884413838,,,,,0.38546919799999996,0.418500453,,1693190000000.0,0.0,0.0,3.821466628,0.0
Mortality Causes,CAN,Canada,2012,All causes of death,246596.0,NBPOPUPC,7.415144444,10.64052105,0.9481283429999999,72.51999664,0.9179611209999999,0.28257176300000003,0.46560183200000005,0.8567036990000001,0.229332089,0.523448169,1.275260806,1.792761922,1.77270925,0.23906604899999997,0.3368,0.884413838,,,,,0.38546919799999996,0.418500453,,1693190000000.0,0.0,0.0,3.821466628,0.0
Avg. Work Hours (Annual),CAN,Canada,2013,Total employment,1716.0,Hours,7.593793869,10.6534729,0.936239362,72.68000031,0.9160138959999999,0.308129936,0.406236142,0.8512969020000001,0.262850314,0.505976021,1.257454157,1.79271102,1.658059239,0.21834398800000002,0.3368,0.552203357,,,,,0.38546919799999996,0.418500453,,1735100000000.0,34.0,0.0,3.865654736,0.0
Avg. Wages (Annual),CAN,Canada,2013,In 2018 constant prices at 2018 USD PPPs,48191.59919,USD,7.593793869,10.6534729,0.936239362,72.68000031,0.9160138959999999,0.308129936,0.406236142,0.8512969020000001,0.262850314,0.505976021,1.257454157,1.79271102,1.658059239,0.21834398800000002,0.3368,0.552203357,,,,,0.38546919799999996,0.418500453,,1735100000000.0,34.0,0.0,3.865654736,0.0
Mortality Causes,CAN,Canada,2013,All causes of death,252338.0,NBPOPUPC,7.593793869,10.6534729,0.936239362,72.68000031,0.9160138959999999,0.308129936,0.406236142,0.8512969020000001,0.262850314,0.505976021,1.257454157,1.79271102,1.658059239,0.21834398800000002,0.3368,0.552203357,,,,,0.38546919799999996,0.418500453,,1735100000000.0,34.0,0.0,3.865654736,0.0
Avg. Work Hours (Annual),CAN,Canada,2014,Total employment,1710.0,Hours,7.30425787,10.67079449,0.9178363079999999,72.83999634,0.93889761,0.262353837,0.441735327,0.833403885,0.25860241100000003,0.516953588,1.293931961,1.8331633809999999,1.759425759,0.24087673399999998,0.3368,0.6790111059999999,,,,,0.38546919799999996,0.418500453,,1784650000000.0,0.0,0.0,3.907770267,0.0
Avg. Wages (Annual),CAN,Canada,2014,In 2018 constant prices at 2018 USD PPPs,48717.527760000004,USD,7.30425787,10.67079449,0.9178363079999999,72.83999634,0.93889761,0.262353837,0.441735327,0.833403885,0.25860241100000003,0.516953588,1.293931961,1.8331633809999999,1.759425759,0.24087673399999998,0.3368,0.6790111059999999,,,,,0.38546919799999996,0.418500453,,1784650000000.0,0.0,0.0,3.907770267,0.0
Mortality Causes,CAN,Canada,2014,All causes of death,258821.0,NBPOPUPC,7.30425787,10.67079449,0.9178363079999999,72.83999634,0.93889761,0.262353837,0.441735327,0.833403885,0.25860241100000003,0.516953588,1.293931961,1.8331633809999999,1.759425759,0.24087673399999998,0.3368,0.6790111059999999,,,,,0.38546919799999996,0.418500453,,1784650000000.0,0.0,0.0,3.907770267,0.0
Avg. Work Hours (Annual),CAN,Canada,2016,Total employment,1706.0,Hours,7.244845867,10.67448139,0.9243925209999999,73.19999695,0.912423909,0.203222767,0.385090441,0.824586391,0.23742286899999998,0.618195295,1.351965904,1.837898731,1.7764630319999999,0.245203704,0.3368,0.606446326,,,,,0.38546919799999996,0.418500453,,1828000000000.0,0.0,0.0,3.987965483,0.0
Avg. Wages (Annual),CAN,Canada,2016,In 2018 constant prices at 2018 USD PPPs,47793.36844,USD,7.244845867,10.67448139,0.9243925209999999,73.19999695,0.912423909,0.203222767,0.385090441,0.824586391,0.23742286899999998,0.618195295,1.351965904,1.837898731,1.7764630319999999,0.245203704,0.3368,0.606446326,,,,,0.38546919799999996,0.418500453,,1828000000000.0,0.0,0.0,3.987965483,0.0
Avg. Work Hours (Annual),CAN,Canada,2017,Total employment,1695.0,Hours,7.414868355,10.69234467,0.93374896,73.40000153,0.9451450109999999,0.155016169,0.362034321,0.8627734779999999,0.21798116,0.652735949,1.2952837940000002,1.8665276769999999,1.603363752,0.21623630800000002,0.3368,0.601348937,,,,,0.38546919799999996,0.418500453,,1883710000000.0,0.0,0.0,4.03673422,1.1
Avg. Wages (Annual),CAN,Canada,2017,In 2018 constant prices at 2018 USD PPPs,48247.09108,USD,7.414868355,10.69234467,0.93374896,73.40000153,0.9451450109999999,0.155016169,0.362034321,0.8627734779999999,0.21798116,0.652735949,1.2952837940000002,1.8665276769999999,1.603363752,0.21623630800000002,0.3368,0.601348937,,,,,0.38546919799999996,0.418500453,,1883710000000.0,0.0,0.0,4.03673422,1.1
Avg. Work Hours (Annual),CZE,Czech Republic,2010,Total employment,1800.0,Hours,6.249617577,10.25248623,0.934161127,68.09999847,0.77911222,-0.043541737000000004,0.925964117,0.641369283,0.244084343,0.334044516,1.002025723,0.87146008,1.8815426830000002,0.301065236,0.26416666699999997,0.26753065,0.274264157,,0.302275181,0.285191953,,,,207478000000.0,26.6,0.0,135.6086225,1.1
Avg. Wages (Annual),CZE,Czech Republic,2010,In 2018 constant prices at 2018 USD PPPs,22944.4926,USD,6.249617577,10.25248623,0.934161127,68.09999847,0.77911222,-0.043541737000000004,0.925964117,0.641369283,0.244084343,0.334044516,1.002025723,0.87146008,1.8815426830000002,0.301065236,0.26416666699999997,0.26753065,0.274264157,,0.302275181,0.285191953,,,,207478000000.0,26.6,0.0,135.6086225,1.1
Mortality Causes,CZE,Czech Republic,2010,All causes of death,106844.0,NBPOPUPC,6.249617577,10.25248623,0.934161127,68.09999847,0.77911222,-0.043541737000000004,0.925964117,0.641369283,0.244084343,0.334044516,1.002025723,0.87146008,1.8815426830000002,0.301065236,0.26416666699999997,0.26753065,0.274264157,,0.302275181,0.285191953,,,,207478000000.0,26.6,0.0,135.6086225,1.1
Avg. Work Hours (Annual),CZE,Czech Republic,2011,Total employment,1806.0,Hours,6.331490992999999,10.26804066,0.91351074,68.23999786,0.787180007,-0.10824278,0.949787855,0.600925982,0.252808869,0.206286699,1.065891027,0.877707362,1.9321316480000001,0.305162191,0.26416666699999997,0.269167125,,,0.302275181,0.285191953,,,,211166000000.0,26.4,0.0,135.8892802,0.0
Avg. Wages (Annual),CZE,Czech Republic,2011,In 2018 constant prices at 2018 USD PPPs,23101.99456,USD,6.331490992999999,10.26804066,0.91351074,68.23999786,0.787180007,-0.10824278,0.949787855,0.600925982,0.252808869,0.206286699,1.065891027,0.877707362,1.9321316480000001,0.305162191,0.26416666699999997,0.269167125,,,0.302275181,0.285191953,,,,211166000000.0,26.4,0.0,135.8892802,0.0
Mortality Causes,CZE,Czech Republic,2011,All causes of death,106848.0,NBPOPUPC,6.331490992999999,10.26804066,0.91351074,68.23999786,0.787180007,-0.10824278,0.949787855,0.600925982,0.252808869,0.206286699,1.065891027,0.877707362,1.9321316480000001,0.305162191,0.26416666699999997,0.269167125,,,0.302275181,0.285191953,,,,211166000000.0,26.4,0.0,135.8892802,0.0
Avg. Work Hours (Annual),CZE,Czech Republic,2012,Total employment,1776.0,Hours,6.334149361000001,10.25861073,0.91242677,68.37999725,0.739808738,-0.155507952,0.956799686,0.609040797,0.256508142,0.169811338,1.012242913,0.825533271,2.028648853,0.320271701,0.26416666699999997,0.288669348,,,0.302275181,0.285191953,,,,209477000000.0,26.1,0.0,136.0971773,0.0
Avg. Wages (Annual),CZE,Czech Republic,2012,In 2018 constant prices at 2018 USD PPPs,23089.6502,USD,6.334149361000001,10.25861073,0.91242677,68.37999725,0.739808738,-0.155507952,0.956799686,0.609040797,0.256508142,0.169811338,1.012242913,0.825533271,2.028648853,0.320271701,0.26416666699999997,0.288669348,,,0.302275181,0.285191953,,,,209477000000.0,26.1,0.0,136.0971773,0.0
Mortality Causes,CZE,Czech Republic,2012,All causes of death,108189.0,NBPOPUPC,6.334149361000001,10.25861073,0.91242677,68.37999725,0.739808738,-0.155507952,0.956799686,0.609040797,0.256508142,0.169811338,1.012242913,0.825533271,2.028648853,0.320271701,0.26416666699999997,0.288669348,,,0.302275181,0.285191953,,,,209477000000.0,26.1,0.0,136.0971773,0.0
Avg. Work Hours (Annual),CZE,Czech Republic,2013,Total employment,1763.0,Hours,6.697655677999999,10.25343132,0.8880433440000001,68.51999664,0.725945652,-0.15745765,0.91589886,0.719957829,0.252652615,0.24254262399999998,1.034656048,0.8114690179999999,1.9995489119999998,0.298544586,0.26416666699999997,0.293449998,,,0.302275181,0.285191953,,,,208464000000.0,26.5,0.0,136.15995859999998,0.0
Avg. Wages (Annual),CZE,Czech Republic,2013,In 2018 constant prices at 2018 USD PPPs,22846.099459999998,USD,6.697655677999999,10.25343132,0.8880433440000001,68.51999664,0.725945652,-0.15745765,0.91589886,0.719957829,0.252652615,0.24254262399999998,1.034656048,0.8114690179999999,1.9995489119999998,0.298544586,0.26416666699999997,0.293449998,,,0.302275181,0.285191953,,,,208464000000.0,26.5,0.0,136.15995859999998,0.0
Mortality Causes,CZE,Czech Republic,2013,All causes of death,109160.0,NBPOPUPC,6.697655677999999,10.25343132,0.8880433440000001,68.51999664,0.725945652,-0.15745765,0.91589886,0.719957829,0.252652615,0.24254262399999998,1.034656048,0.8114690179999999,1.9995489119999998,0.298544586,0.26416666699999997,0.293449998,,,0.302275181,0.285191953,,,,208464000000.0,26.5,0.0,136.15995859999998,0.0
Avg. Work Hours (Annual),CZE,Czech Republic,2014,Total employment,1777.0,Hours,6.4837298389999996,10.27916718,0.877915204,68.66000366,0.800421,-0.169764236,0.8968806859999999,0.6784069540000001,0.23522056600000002,0.339732826,1.008328915,0.885882437,2.031708002,0.31335482,0.26416666699999997,0.24481281600000002,,,0.302275181,0.285191953,,,,214124000000.0,25.9,0.0,136.30338,0.0
Avg. Wages (Annual),CZE,Czech Republic,2014,In 2018 constant prices at 2018 USD PPPs,23324.261319999998,USD,6.4837298389999996,10.27916718,0.877915204,68.66000366,0.800421,-0.169764236,0.8968806859999999,0.6784069540000001,0.23522056600000002,0.339732826,1.008328915,0.885882437,2.031708002,0.31335482,0.26416666699999997,0.24481281600000002,,,0.302275181,0.285191953,,,,214124000000.0,25.9,0.0,136.30338,0.0
Mortality Causes,CZE,Czech Republic,2014,All causes of death,105665.0,NBPOPUPC,6.4837298389999996,10.27916718,0.877915204,68.66000366,0.800421,-0.169764236,0.8968806859999999,0.6784069540000001,0.23522056600000002,0.339732826,1.008328915,0.885882437,2.031708002,0.31335482,0.26416666699999997,0.24481281600000002,,,0.302275181,0.285191953,,,,214124000000.0,25.9,0.0,136.30338,0.0
Avg. Work Hours (Annual),CZE,Czech Republic,2016,Total employment,1779.0,Hours,6.735627173999999,10.3526144,0.930592895,69.30000305,0.8503282670000001,-0.199620038,0.900430739,0.755701959,0.201041639,0.415120721,1.000417948,0.9032307270000001,1.682170749,0.249742255,0.26416666699999997,0.29053387,,,0.302275181,0.285191953,,,,231018000000.0,0.0,0.0,136.8341362,0.0
Avg. Wages (Annual),CZE,Czech Republic,2016,In 2018 constant prices at 2018 USD PPPs,24778.2455,USD,6.735627173999999,10.3526144,0.930592895,69.30000305,0.8503282670000001,-0.199620038,0.900430739,0.755701959,0.201041639,0.415120721,1.000417948,0.9032307270000001,1.682170749,0.249742255,0.26416666699999997,0.29053387,,,0.302275181,0.285191953,,,,231018000000.0,0.0,0.0,136.8341362,0.0
Mortality Causes,CZE,Czech Republic,2016,All causes of death,107750.0,NBPOPUPC,6.735627173999999,10.3526144,0.930592895,69.30000305,0.8503282670000001,-0.199620038,0.900430739,0.755701959,0.201041639,0.415120721,1.000417948,0.9032307270000001,1.682170749,0.249742255,0.26416666699999997,0.29053387,,,0.302275181,0.285191953,,,,231018000000.0,0.0,0.0,136.8341362,0.0
Avg. Work Hours (Annual),CZE,Czech Republic,2017,Total employment,1784.0,Hours,6.789567947,10.39224911,0.900968969,69.80000305,0.8317855,-0.178765178,0.866524994,0.738743961,0.22664979100000002,0.343870819,0.99339664,0.985034347,1.697134495,0.249962077,0.26416666699999997,0.282945663,,,0.302275181,0.285191953,,,,241074000000.0,0.0,0.0,137.1981093,0.8
Avg. Wages (Annual),CZE,Czech Republic,2017,In 2018 constant prices at 2018 USD PPPs,25804.10436,USD,6.789567947,10.39224911,0.900968969,69.80000305,0.8317855,-0.178765178,0.866524994,0.738743961,0.22664979100000002,0.343870819,0.99339664,0.985034347,1.697134495,0.249962077,0.26416666699999997,0.282945663,,,0.302275181,0.285191953,,,,241074000000.0,0.0,0.0,137.1981093,0.8
Mortality Causes,CZE,Czech Republic,2017,All causes of death,111443.0,NBPOPUPC,6.789567947,10.39224911,0.900968969,69.80000305,0.8317855,-0.178765178,0.866524994,0.738743961,0.22664979100000002,0.343870819,0.99339664,0.985034347,1.697134495,0.249962077,0.26416666699999997,0.282945663,,,0.302275181,0.285191953,,,,241074000000.0,0.0,0.0,137.1981093,0.8
Avg. Work Hours (Annual),DNK,Denmark,2010,Total employment,1422.0,Hours,7.770515442000001,10.69190979,0.9749770759999999,70.40000153,0.943630815,0.23789697899999998,0.174896091,0.7848266359999999,0.154562935,0.586689413,1.291459084,2.057426929,1.5172172780000002,0.19525310399999998,0.267,0.434082836,0.620493472,,,,,,,321995000000.0,27.2,0.0,130.74906909999999,0.8
Avg. Wages (Annual),DNK,Denmark,2010,In 2018 constant prices at 2018 USD PPPs,52263.8567,USD,7.770515442000001,10.69190979,0.9749770759999999,70.40000153,0.943630815,0.23789697899999998,0.174896091,0.7848266359999999,0.154562935,0.586689413,1.291459084,2.057426929,1.5172172780000002,0.19525310399999998,0.267,0.434082836,0.620493472,,,,,,,321995000000.0,27.2,0.0,130.74906909999999,0.8
Mortality Causes,DNK,Denmark,2010,All causes of death,54027.0,NBPOPUPC,7.770515442000001,10.69190979,0.9749770759999999,70.40000153,0.943630815,0.23789697899999998,0.174896091,0.7848266359999999,0.154562935,0.586689413,1.291459084,2.057426929,1.5172172780000002,0.19525310399999998,0.267,0.434082836,0.620493472,,,,,,,321995000000.0,27.2,0.0,130.74906909999999,0.8
Avg. Work Hours (Annual),DNK,Denmark,2011,Total employment,1437.0,Hours,7.78823185,10.70107079,0.961736143,70.62000275,0.9347601529999999,0.292957395,0.220043078,0.7694360020000001,0.174883381,0.471823335,1.325999975,2.083353519,1.500663996,0.19268353300000002,0.267,0.61589241,,,,,,,,326300000000.0,27.3,0.0,131.2885223,0.0
Avg. Wages (Annual),DNK,Denmark,2011,In 2018 constant prices at 2018 USD PPPs,51993.258839999995,USD,7.78823185,10.70107079,0.961736143,70.62000275,0.9347601529999999,0.292957395,0.220043078,0.7694360020000001,0.174883381,0.471823335,1.325999975,2.083353519,1.500663996,0.19268353300000002,0.267,0.61589241,,,,,,,,326300000000.0,27.3,0.0,131.2885223,0.0
Mortality Causes,DNK,Denmark,2011,All causes of death,52205.0,NBPOPUPC,7.78823185,10.70107079,0.961736143,70.62000275,0.9347601529999999,0.292957395,0.220043078,0.7694360020000001,0.174883381,0.471823335,1.325999975,2.083353519,1.500663996,0.19268353300000002,0.267,0.61589241,,,,,,,,326300000000.0,27.3,0.0,131.2885223,0.0
Avg. Work Hours (Annual),DNK,Denmark,2012,Total employment,1423.0,Hours,7.519909382000001,10.69957066,0.951437175,70.83999634,0.932627916,0.13419172199999999,0.187407613,0.7737635970000001,0.20856951199999998,0.534252763,1.29451251,2.01157999,1.702373385,0.22638216600000002,0.267,0.365274489,,,,,,,,327039000000.0,27.8,0.0,133.1643725,0.0
Avg. Wages (Annual),DNK,Denmark,2012,In 2018 constant prices at 2018 USD PPPs,51923.10356,USD,7.519909382000001,10.69957066,0.951437175,70.83999634,0.932627916,0.13419172199999999,0.187407613,0.7737635970000001,0.20856951199999998,0.534252763,1.29451251,2.01157999,1.702373385,0.22638216600000002,0.267,0.365274489,,,,,,,,327039000000.0,27.8,0.0,133.1643725,0.0
Mortality Causes,DNK,Denmark,2012,All causes of death,52011.0,NBPOPUPC,7.519909382000001,10.69957066,0.951437175,70.83999634,0.932627916,0.13419172199999999,0.187407613,0.7737635970000001,0.20856951199999998,0.534252763,1.29451251,2.01157999,1.702373385,0.22638216600000002,0.267,0.365274489,,,,,,,,327039000000.0,27.8,0.0,133.1643725,0.0
Avg. Work Hours (Annual),DNK,Denmark,2013,Total employment,1426.0,Hours,7.588606834,10.70469189,0.9647079709999999,71.05999756,0.920254648,0.210207686,0.170042172,0.862346828,0.19467379199999998,0.391405106,1.312752008,2.026952028,1.721857905,0.22690039899999997,0.267,0.38676554,,,,,,,,330091000000.0,28.5,0.0,133.7206954,0.0
Avg. Wages (Annual),DNK,Denmark,2013,In 2018 constant prices at 2018 USD PPPs,52260.70461,USD,7.588606834,10.70469189,0.9647079709999999,71.05999756,0.920254648,0.210207686,0.170042172,0.862346828,0.19467379199999998,0.391405106,1.312752008,2.026952028,1.721857905,0.22690039899999997,0.267,0.38676554,,,,,,,,330091000000.0,28.5,0.0,133.7206954,0.0
Mortality Causes,DNK,Denmark,2013,All causes of death,52182.0,NBPOPUPC,7.588606834,10.70469189,0.9647079709999999,71.05999756,0.920254648,0.210207686,0.170042172,0.862346828,0.19467379199999998,0.391405106,1.312752008,2.026952028,1.721857905,0.22690039899999997,0.267,0.38676554,,,,,,,,330091000000.0,28.5,0.0,133.7206954,0.0
Avg. Work Hours (Annual),DNK,Denmark,2014,Total employment,1414.0,Hours,7.5075592989999995,10.71568489,0.956344306,71.27999878,0.941572249,0.11341865400000001,0.237218335,0.8324829340000001,0.232612774,0.457836896,1.238178492,1.962424636,1.669512272,0.22237749399999998,0.267,0.46938821700000005,,,,,,,,335436000000.0,28.4,0.0,134.4004525,0.0
Avg. Wages (Annual),DNK,Denmark,2014,In 2018 constant prices at 2018 USD PPPs,53260.744060000005,USD,7.5075592989999995,10.71568489,0.956344306,71.27999878,0.941572249,0.11341865400000001,0.237218335,0.8324829340000001,0.232612774,0.457836896,1.238178492,1.962424636,1.669512272,0.22237749399999998,0.267,0.46938821700000005,,,,,,,,335436000000.0,28.4,0.0,134.4004525,0.0
Mortality Causes,DNK,Denmark,2014,All causes of death,50993.0,NBPOPUPC,7.5075592989999995,10.71568489,0.956344306,71.27999878,0.941572249,0.11341865400000001,0.237218335,0.8324829340000001,0.232612774,0.457836896,1.238178492,1.962424636,1.669512272,0.22237749399999998,0.267,0.46938821700000005,,,,,,,,335436000000.0,28.4,0.0,134.4004525,0.0
Avg. Work Hours (Annual),DNK,Denmark,2016,Total employment,1412.0,Hours,7.55778265,10.73620605,0.954451501,71.80000305,0.948230565,0.134531945,0.20989337600000002,0.836115718,0.207583427,0.467660695,1.204600453,1.898684382,1.611469865,0.213219926,0.267,0.50498873,,,,,,,,351532000000.0,0.0,0.0,136.4136699,0.0
Avg. Wages (Annual),DNK,Denmark,2016,In 2018 constant prices at 2018 USD PPPs,55032.34644,USD,7.55778265,10.73620605,0.954451501,71.80000305,0.948230565,0.134531945,0.20989337600000002,0.836115718,0.207583427,0.467660695,1.204600453,1.898684382,1.611469865,0.213219926,0.267,0.50498873,,,,,,,,351532000000.0,0.0,0.0,136.4136699,0.0
Avg. Work Hours (Annual),DNK,Denmark,2017,Total employment,1405.0,Hours,7.593702316,10.75112534,0.952100098,72.09999847,0.955416322,0.152028441,0.18114756,0.8236674070000001,0.20577530600000002,0.572353303,1.1904433970000001,1.868862629,1.66807425,0.219665483,0.267,0.630812943,,,,,,,,359485000000.0,0.0,0.0,137.2941176,0.5
Avg. Wages (Annual),DNK,Denmark,2017,In 2018 constant prices at 2018 USD PPPs,54722.5035,USD,7.593702316,10.75112534,0.952100098,72.09999847,0.955416322,0.152028441,0.18114756,0.8236674070000001,0.20577530600000002,0.572353303,1.1904433970000001,1.868862629,1.66807425,0.219665483,0.267,0.630812943,,,,,,,,359485000000.0,0.0,0.0,137.2941176,0.5
